serial,kWh,kW,kVARh,kVAR,Time_stamp
3098000032,250.538,0.492,87.148,0.174,"2018-03-31 12:30:00"
3098000032,250.874,0.672,87.28,0.264,"2018-03-31 13:00:00"
3098000032,251.137,0.526,87.373,0.186,"2018-03-31 13:30:00"
3098000032,251.386,0.498,87.432,0.118,"2018-03-31 14:00:00"
3098000032,251.652,0.532,87.483,0.102,"2018-03-31 14:30:00"
3098000032,252.166,1.028,87.577,0.188,"2018-03-31 15:00:00"
3098000032,253.452,2.572,87.878,0.602,"2018-03-31 15:30:00"
3098000032,254.757,2.61,88.166,0.576,"2018-03-31 16:00:00"
3098000032,256.476,3.438,88.523,0.714,"2018-03-31 16:30:00"
3098000032,258.243,3.534,88.911,0.776,"2018-03-31 17:00:00"
3098000032,259.849,3.212,89.326,0.83,"2018-03-31 17:30:00"
3098000032,261.256,2.814,89.7,0.748,"2018-03-31 18:00:00"
3098000032,262.566,2.62,90.063,0.726,"2018-03-31 18:30:00"
3098000032,263.916,2.7,90.397,0.668,"2018-03-31 19:00:00"
3098000032,265.24,2.648,90.717,0.64,"2018-03-31 19:30:00"
3098000032,266.454,2.428,90.997,0.56,"2018-03-31 20:00:00"
3098000032,267.839,2.77,91.308,0.622,"2018-03-31 20:30:00"
3098000032,268.994,2.31,91.557,0.498,"2018-03-31 21:00:00"
3098000032,269.301,0.614,91.598,0.082,"2018-03-31 21:30:00"
3098000032,269.939,1.276,91.854,0.512,"2018-03-31 22:00:00"
3098000032,270.788,1.698,92.205,0.702,"2018-03-31 22:30:00"
3098000032,271.602,1.628,92.537,0.664,"2018-03-31 23:00:00"
3098000032,272.293,1.382,92.823,0.572,"2018-03-31 23:30:00"
3098000032,272.521,0,92.9,0,"2018-04-01 00:00:00"
3098000032,272.661,0.28,92.941,0.082,"2018-04-01 00:30:00"
3098000032,272.73,0.138,93.009,0.136,"2018-04-01 01:00:00"
3098000032,272.794,0.128,93.083,0.148,"2018-04-01 01:30:00"
3098000032,272.858,0.128,93.156,0.146,"2018-04-01 02:00:00"
3098000032,272.92,0.124,93.224,0.136,"2018-04-01 02:30:00"
3098000032,272.983,0.126,93.292,0.136,"2018-04-01 03:00:00"
3098000032,273.046,0.126,93.36,0.136,"2018-04-01 03:30:00"
3098000032,273.109,0.126,93.427,0.134,"2018-04-01 04:00:00"
3098000032,273.169,0.12,93.491,0.128,"2018-04-01 04:30:00"
3098000032,273.231,0.124,93.555,0.128,"2018-04-01 05:00:00"
3098000032,273.292,0.122,93.619,0.128,"2018-04-01 05:30:00"
3098000032,273.353,0.122,93.683,0.128,"2018-04-01 06:00:00"
3098000032,273.415,0.124,93.748,0.13,"2018-04-01 06:30:00"
3098000032,273.477,0.124,93.815,0.134,"2018-04-01 07:00:00"
3098000032,273.539,0.124,93.881,0.132,"2018-04-01 07:30:00"
3098000032,273.601,0.124,93.945,0.128,"2018-04-01 08:00:00"
3098000032,273.663,0.124,94.01,0.13,"2018-04-01 08:30:00"
3098000032,273.725,0.124,94.073,0.126,"2018-04-01 09:00:00"
3098000032,273.787,0.124,94.136,0.126,"2018-04-01 09:30:00"
3098000032,273.849,0.124,94.2,0.128,"2018-04-01 10:00:00"
3098000032,273.911,0.124,94.263,0.126,"2018-04-01 10:30:00"
3098000032,273.973,0.124,94.327,0.128,"2018-04-01 11:00:00"
3098000032,274.089,0.232,94.412,0.17,"2018-04-01 11:30:00"
3098000032,274.228,0.278,94.519,0.214,"2018-04-01 12:00:00"
3098000032,274.351,0.246,94.622,0.206,"2018-04-01 12:30:00"
3098000032,274.467,0.232,94.721,0.198,"2018-04-01 13:00:00"
3098000032,274.587,0.24,94.822,0.202,"2018-04-01 13:30:00"
3098000032,274.708,0.242,94.922,0.2,"2018-04-01 14:00:00"
3098000032,274.832,0.248,95.025,0.206,"2018-04-01 14:30:00"
3098000032,274.953,0.242,95.124,0.198,"2018-04-01 15:00:00"
3098000032,275.018,0.13,95.185,0.122,"2018-04-01 15:30:00"
3098000032,275.083,0.13,95.244,0.118,"2018-04-01 16:00:00"
3098000032,275.149,0.132,95.306,0.124,"2018-04-01 16:30:00"
3098000032,275.216,0.134,95.37,0.128,"2018-04-01 17:00:00"
3098000032,275.283,0.134,95.436,0.132,"2018-04-01 17:30:00"
3098000032,275.348,0.13,95.5,0.128,"2018-04-01 18:00:00"
3098000032,275.414,0.132,95.568,0.136,"2018-04-01 18:30:00"
3098000032,275.478,0.128,95.633,0.13,"2018-04-01 19:00:00"
3098000032,275.54,0.124,95.701,0.136,"2018-04-01 19:30:00"
3098000032,275.604,0.128,95.769,0.136,"2018-04-01 20:00:00"
3098000032,275.667,0.126,95.835,0.132,"2018-04-01 20:30:00"
3098000032,275.728,0.122,95.902,0.134,"2018-04-01 21:00:00"
3098000032,275.792,0.128,95.969,0.134,"2018-04-01 21:30:00"
3098000032,275.854,0.124,96.036,0.134,"2018-04-01 22:00:00"
3098000032,275.915,0.122,96.102,0.132,"2018-04-01 22:30:00"
3098000032,275.977,0.124,96.169,0.134,"2018-04-01 23:00:00"
3098000032,276.039,0.124,96.237,0.136,"2018-04-01 23:30:00"
3098000032,276.101,0.124,96.305,0.136,"2018-04-02 00:00:00"
3098000032,276.161,0.12,96.37,0.13,"2018-04-02 00:30:00"
3098000032,276.221,0.12,96.433,0.126,"2018-04-02 01:00:00"
3098000032,276.282,0.122,96.494,0.122,"2018-04-02 01:30:00"
3098000032,276.341,0.118,96.556,0.124,"2018-04-02 02:00:00"
3098000032,276.402,0.122,96.619,0.126,"2018-04-02 02:30:00"
3098000032,276.462,0.12,96.68,0.122,"2018-04-02 03:00:00"
3098000032,276.522,0.12,96.743,0.126,"2018-04-02 03:30:00"
3098000032,276.583,0.122,96.806,0.126,"2018-04-02 04:00:00"
3098000032,276.644,0.122,96.869,0.126,"2018-04-02 04:30:00"
3098000032,276.703,0.118,96.93,0.122,"2018-04-02 05:00:00"
3098000032,276.763,0.12,96.992,0.124,"2018-04-02 05:30:00"
3098000032,276.824,0.122,97.055,0.126,"2018-04-02 06:00:00"
3098000032,276.885,0.122,97.12,0.13,"2018-04-02 06:30:00"
3098000032,276.944,0.118,97.182,0.124,"2018-04-02 07:00:00"
3098000032,277.004,0.12,97.243,0.122,"2018-04-02 07:30:00"
3098000032,277.065,0.122,97.304,0.122,"2018-04-02 08:00:00"
3098000032,277.124,0.118,97.365,0.122,"2018-04-02 08:30:00"
3098000032,277.184,0.12,97.424,0.118,"2018-04-02 09:00:00"
3098000032,277.242,0.116,97.481,0.114,"2018-04-02 09:30:00"
3098000032,277.301,0.118,97.539,0.116,"2018-04-02 10:00:00"
3098000032,277.394,0.186,97.593,0.108,"2018-04-02 10:30:00"
3098000032,277.563,0.338,97.629,0.072,"2018-04-02 11:00:00"
3098000032,277.964,0.802,97.819,0.38,"2018-04-02 11:30:00"
3098000032,278.516,1.104,98.023,0.408,"2018-04-02 12:00:00"
3098000032,278.804,0.576,98.121,0.196,"2018-04-02 12:30:00"
3098000032,279.062,0.516,98.218,0.194,"2018-04-02 13:00:00"
3098000032,279.347,0.57,98.314,0.192,"2018-04-02 13:30:00"
3098000032,279.672,0.65,98.408,0.188,"2018-04-02 14:00:00"
3098000032,280.443,1.542,98.629,0.442,"2018-04-02 14:30:00"
3098000032,281.104,1.322,98.765,0.272,"2018-04-02 15:00:00"
3098000032,281.648,1.088,98.867,0.204,"2018-04-02 15:30:00"
3098000032,282.01,0.724,98.944,0.154,"2018-04-02 16:00:00"
3098000032,282.594,1.168,99.106,0.324,"2018-04-02 16:30:00"
3098000032,284.216,3.244,99.521,0.83,"2018-04-02 17:00:00"
3098000032,285.922,3.412,99.959,0.876,"2018-04-02 17:30:00"
3098000032,287.766,3.688,100.428,0.938,"2018-04-02 18:00:00"
3098000032,289.221,2.91,100.782,0.708,"2018-04-02 18:30:00"
3098000032,290.375,2.308,101.132,0.7,"2018-04-02 19:00:00"
3098000032,291.523,2.296,101.438,0.612,"2018-04-02 19:30:00"
3098000032,292.807,2.568,101.721,0.566,"2018-04-02 20:00:00"
3098000032,293.552,1.49,101.958,0.474,"2018-04-02 20:30:00"
3098000032,293.848,0.592,102.032,0.148,"2018-04-02 21:00:00"
3098000032,294.194,0.692,102.081,0.098,"2018-04-02 21:30:00"
3098000032,294.593,0.798,102.146,0.13,"2018-04-02 22:00:00"
3098000032,294.95,0.714,102.211,0.13,"2018-04-02 22:30:00"
3098000032,295.117,0.334,102.262,0.102,"2018-04-02 23:00:00"
3098000032,295.165,0.096,102.331,0.138,"2018-04-02 23:30:00"
3098000032,295.215,0.1,102.4,0.138,"2018-04-03 00:00:00"
3098000032,295.265,0.1,102.47,0.14,"2018-04-03 00:30:00"
3098000032,295.315,0.1,102.542,0.144,"2018-04-03 01:00:00"
3098000032,295.364,0.098,102.614,0.144,"2018-04-03 01:30:00"
3098000032,295.414,0.1,102.687,0.146,"2018-04-03 02:00:00"
3098000032,295.464,0.1,102.76,0.146,"2018-04-03 02:30:00"
3098000032,295.514,0.1,102.834,0.148,"2018-04-03 03:00:00"
3098000032,295.565,0.102,102.909,0.15,"2018-04-03 03:30:00"
3098000032,295.615,0.1,102.985,0.152,"2018-04-03 04:00:00"
3098000032,295.664,0.098,103.059,0.148,"2018-04-03 04:30:00"
3098000032,295.713,0.098,103.127,0.136,"2018-04-03 05:00:00"
3098000032,295.761,0.096,103.195,0.136,"2018-04-03 05:30:00"
3098000032,295.81,0.098,103.263,0.136,"2018-04-03 06:00:00"
3098000032,295.859,0.098,103.331,0.136,"2018-04-03 06:30:00"
3098000032,295.907,0.096,103.397,0.132,"2018-04-03 07:00:00"
3098000032,295.955,0.096,103.464,0.134,"2018-04-03 07:30:00"
3098000032,296.003,0.096,103.528,0.128,"2018-04-03 08:00:00"
3098000032,296.048,0.09,103.589,0.122,"2018-04-03 08:30:00"
3098000032,296.095,0.094,103.65,0.122,"2018-04-03 09:00:00"
3098000032,296.142,0.094,103.712,0.124,"2018-04-03 09:30:00"
3098000032,296.189,0.094,103.775,0.126,"2018-04-03 10:00:00"
3098000032,296.338,0.298,103.824,0.098,"2018-04-03 10:30:00"
3098000032,296.624,0.572,103.856,0.064,"2018-04-03 11:00:00"
3098000032,296.92,0.592,103.887,0.062,"2018-04-03 11:30:00"
3098000032,297.205,0.57,103.913,0.052,"2018-04-03 12:00:00"
3098000032,297.522,0.634,103.979,0.132,"2018-04-03 12:30:00"
3098000032,297.81,0.576,104.035,0.112,"2018-04-03 13:00:00"
3098000032,298.111,0.602,104.125,0.18,"2018-04-03 13:30:00"
3098000032,298.356,0.49,104.206,0.162,"2018-04-03 14:00:00"
3098000032,298.63,0.548,104.277,0.142,"2018-04-03 14:30:00"
3098000032,298.909,0.558,104.352,0.15,"2018-04-03 15:00:00"
3098000032,299.184,0.55,104.426,0.148,"2018-04-03 15:30:00"
3098000032,299.45,0.532,104.492,0.132,"2018-04-03 16:00:00"
3098000032,300.043,1.186,104.611,0.238,"2018-04-03 16:30:00"
3098000032,301.073,2.06,104.839,0.456,"2018-04-03 17:00:00"
3098000032,302.332,2.518,105.125,0.572,"2018-04-03 17:30:00"
3098000032,303.602,2.54,105.435,0.62,"2018-04-03 18:00:00"
3098000032,304.933,2.662,105.782,0.694,"2018-04-03 18:30:00"
3098000032,306.49,3.114,106.16,0.756,"2018-04-03 19:00:00"
3098000032,308.055,3.13,106.541,0.762,"2018-04-03 19:30:00"
3098000032,309.128,2.146,106.811,0.54,"2018-04-03 20:00:00"
3098000032,309.209,0.162,106.868,0.114,"2018-04-03 20:30:00"
3098000032,309.297,0.176,106.929,0.122,"2018-04-03 21:00:00"
3098000032,309.39,0.186,106.989,0.12,"2018-04-03 21:30:00"
3098000032,309.488,0.196,107.052,0.126,"2018-04-03 22:00:00"
3098000032,309.585,0.194,107.115,0.126,"2018-04-03 22:30:00"
3098000032,309.687,0.204,107.18,0.13,"2018-04-03 23:00:00"
3098000032,309.792,0.21,107.243,0.126,"2018-04-03 23:30:00"
3098000032,309.907,0.23,107.307,0.128,"2018-04-04 00:00:00"
3098000032,310.032,0.25,107.371,0.128,"2018-04-04 00:30:00"
3098000032,310.16,0.256,107.435,0.128,"2018-04-04 01:00:00"
3098000032,310.171,0.022,107.457,0.044,"2018-04-04 01:30:00"
3098000032,310.183,0.024,107.479,0.044,"2018-04-04 02:00:00"
3098000032,310.194,0.022,107.502,0.046,"2018-04-04 02:30:00"
3098000032,310.206,0.024,107.524,0.044,"2018-04-04 03:00:00"
3098000032,310.216,0.02,107.547,0.046,"2018-04-04 03:30:00"
3098000032,310.228,0.024,107.57,0.046,"2018-04-04 04:00:00"
3098000032,310.24,0.024,107.592,0.044,"2018-04-04 04:30:00"
3098000032,310.251,0.022,107.614,0.044,"2018-04-04 05:00:00"
3098000032,310.261,0.02,107.636,0.044,"2018-04-04 05:30:00"
3098000032,310.273,0.024,107.658,0.044,"2018-04-04 06:00:00"
3098000032,310.284,0.022,107.68,0.044,"2018-04-04 06:30:00"
3098000032,310.296,0.024,107.702,0.044,"2018-04-04 07:00:00"
3098000032,310.306,0.02,107.723,0.042,"2018-04-04 07:30:00"
3098000032,310.317,0.022,107.745,0.044,"2018-04-04 08:00:00"
3098000032,310.328,0.022,107.765,0.04,"2018-04-04 08:30:00"
3098000032,310.339,0.022,107.786,0.042,"2018-04-04 09:00:00"
3098000032,310.35,0.022,107.806,0.04,"2018-04-04 09:30:00"
3098000032,310.36,0.02,107.825,0.038,"2018-04-04 10:00:00"
3098000032,310.372,0.024,107.846,0.042,"2018-04-04 10:30:00"
3098000032,310.382,0.02,107.868,0.044,"2018-04-04 11:00:00"
3098000032,310.463,0.162,107.898,0.06,"2018-04-04 11:30:00"
3098000032,310.711,0.496,107.98,0.164,"2018-04-04 12:00:00"
3098000032,310.975,0.528,108.098,0.236,"2018-04-04 12:30:00"
3098000032,311.212,0.474,108.205,0.214,"2018-04-04 13:00:00"
3098000032,311.448,0.472,108.311,0.212,"2018-04-04 13:30:00"
3098000032,311.681,0.466,108.41,0.198,"2018-04-04 14:00:00"
3098000032,312.169,0.976,108.564,0.308,"2018-04-04 14:30:00"
3098000032,314.307,4.276,109.016,0.904,"2018-04-04 15:00:00"
3098000032,316.536,4.458,109.384,0.736,"2018-04-04 15:30:00"
3098000032,318.124,3.176,109.657,0.546,"2018-04-04 16:00:00"
3098000032,319.768,3.288,109.967,0.62,"2018-04-04 16:30:00"
3098000032,321.213,2.89,110.317,0.7,"2018-04-04 17:00:00"
3098000032,321.977,1.528,110.486,0.338,"2018-04-04 17:30:00"
3098000032,322.563,1.172,110.572,0.172,"2018-04-04 18:00:00"
3098000032,323.87,2.614,110.892,0.64,"2018-04-04 18:30:00"
3098000032,325.29,2.84,111.249,0.714,"2018-04-04 19:00:00"
3098000032,326.769,2.958,111.655,0.812,"2018-04-04 19:30:00"
3098000032,327.947,2.356,111.975,0.64,"2018-04-04 20:00:00"
3098000032,328.101,0.308,112.075,0.2,"2018-04-04 20:30:00"
3098000032,328.176,0.15,112.137,0.124,"2018-04-04 21:00:00"
3098000032,328.25,0.148,112.199,0.124,"2018-04-04 21:30:00"
3098000032,328.324,0.148,112.262,0.126,"2018-04-04 22:00:00"
3098000032,328.397,0.146,112.326,0.128,"2018-04-04 22:30:00"
3098000032,328.469,0.144,112.392,0.132,"2018-04-04 23:00:00"
3098000032,328.542,0.146,112.458,0.132,"2018-04-04 23:30:00"
3098000032,328.615,0.146,112.525,0.134,"2018-04-05 00:00:00"
3098000032,328.689,0.148,112.593,0.136,"2018-04-05 00:30:00"
3098000032,328.764,0.15,112.662,0.138,"2018-04-05 01:00:00"
3098000032,328.834,0.14,112.723,0.122,"2018-04-05 01:30:00"
3098000032,328.906,0.144,112.78,0.114,"2018-04-05 02:00:00"
3098000032,328.978,0.144,112.839,0.118,"2018-04-05 02:30:00"
3098000032,329.05,0.144,112.896,0.114,"2018-04-05 03:00:00"
3098000032,329.121,0.142,112.955,0.118,"2018-04-05 03:30:00"
3098000032,329.193,0.144,113.013,0.116,"2018-04-05 04:00:00"
3098000032,329.265,0.144,113.072,0.118,"2018-04-05 04:30:00"
3098000032,329.336,0.142,113.13,0.116,"2018-04-05 05:00:00"
3098000032,329.407,0.142,113.188,0.116,"2018-04-05 05:30:00"
3098000032,329.478,0.142,113.244,0.112,"2018-04-05 06:00:00"
3098000032,329.549,0.142,113.301,0.114,"2018-04-05 06:30:00"
3098000032,329.62,0.142,113.356,0.11,"2018-04-05 07:00:00"
3098000032,329.692,0.144,113.414,0.116,"2018-04-05 07:30:00"
3098000032,329.763,0.142,113.471,0.114,"2018-04-05 08:00:00"
3098000032,329.833,0.14,113.526,0.11,"2018-04-05 08:30:00"
3098000032,329.902,0.138,113.578,0.104,"2018-04-05 09:00:00"
3098000032,329.972,0.14,113.634,0.112,"2018-04-05 09:30:00"
3098000032,330.044,0.144,113.692,0.116,"2018-04-05 10:00:00"
3098000032,330.113,0.138,113.749,0.114,"2018-04-05 10:30:00"
3098000032,330.21,0.194,113.798,0.098,"2018-04-05 11:00:00"
3098000032,330.37,0.32,113.826,0.056,"2018-04-05 11:30:00"
3098000032,330.545,0.35,113.913,0.174,"2018-04-05 12:00:00"
3098000032,330.723,0.356,114.031,0.236,"2018-04-05 12:30:00"
3098000032,330.925,0.404,114.157,0.252,"2018-04-05 13:00:00"
3098000032,331.152,0.454,114.272,0.23,"2018-04-05 13:30:00"
3098000032,331.398,0.492,114.377,0.21,"2018-04-05 14:00:00"
3098000032,331.641,0.486,114.477,0.2,"2018-04-05 14:30:00"
3098000032,331.849,0.416,114.529,0.104,"2018-04-05 15:00:00"
3098000032,332.094,0.49,114.636,0.214,"2018-04-05 15:30:00"
3098000032,332.348,0.508,114.682,0.092,"2018-04-05 16:00:00"
3098000032,332.632,0.568,114.782,0.2,"2018-04-05 16:30:00"
3098000032,332.99,0.716,114.924,0.284,"2018-04-05 17:00:00"
3098000032,333.255,0.53,114.972,0.096,"2018-04-05 17:30:00"
3098000032,333.599,0.688,115.047,0.15,"2018-04-05 18:00:00"
3098000032,334.643,2.088,115.413,0.732,"2018-04-05 18:30:00"
3098000032,335.74,2.194,115.717,0.608,"2018-04-05 19:00:00"
3098000032,336.759,2.038,115.979,0.526,"2018-04-05 19:30:00"
3098000032,338.006,2.494,116.297,0.636,"2018-04-05 20:00:00"
3098000032,338.913,1.814,116.49,0.386,"2018-04-05 20:30:00"
3098000032,339.289,0.752,116.519,0.058,"2018-04-05 21:00:00"
3098000032,339.472,0.366,116.563,0.088,"2018-04-05 21:30:00"
3098000032,339.64,0.336,116.618,0.11,"2018-04-05 22:00:00"
3098000032,339.912,0.544,116.714,0.192,"2018-04-05 22:30:00"
3098000032,340.19,0.556,116.81,0.192,"2018-04-05 23:00:00"
3098000032,340.427,0.474,116.894,0.168,"2018-04-05 23:30:00"
3098000032,340.73,0.606,117.013,0.238,"2018-04-06 00:00:00"
3098000032,340.779,0.098,117.083,0.14,"2018-04-06 00:30:00"
3098000032,340.83,0.102,117.155,0.144,"2018-04-06 01:00:00"
3098000032,340.881,0.102,117.228,0.146,"2018-04-06 01:30:00"
3098000032,340.931,0.1,117.3,0.144,"2018-04-06 02:00:00"
3098000032,340.981,0.1,117.372,0.144,"2018-04-06 02:30:00"
3098000032,341.031,0.1,117.445,0.146,"2018-04-06 03:00:00"
3098000032,341.081,0.1,117.518,0.146,"2018-04-06 03:30:00"
3098000032,341.131,0.1,117.592,0.148,"2018-04-06 04:00:00"
3098000032,341.182,0.102,117.665,0.146,"2018-04-06 04:30:00"
3098000032,341.231,0.098,117.736,0.142,"2018-04-06 05:00:00"
3098000032,341.281,0.1,117.807,0.142,"2018-04-06 05:30:00"
3098000032,341.329,0.096,117.878,0.142,"2018-04-06 06:00:00"
3098000032,341.378,0.098,117.948,0.14,"2018-04-06 06:30:00"
3098000032,341.428,0.1,118.017,0.138,"2018-04-06 07:00:00"
3098000032,341.477,0.098,118.086,0.138,"2018-04-06 07:30:00"
3098000032,341.525,0.096,118.153,0.134,"2018-04-06 08:00:00"
3098000032,341.573,0.096,118.217,0.128,"2018-04-06 08:30:00"
3098000032,341.621,0.096,118.279,0.124,"2018-04-06 09:00:00"
3098000032,341.668,0.094,118.341,0.124,"2018-04-06 09:30:00"
3098000032,341.716,0.096,118.404,0.126,"2018-04-06 10:00:00"
3098000032,341.764,0.096,118.466,0.124,"2018-04-06 10:30:00"
3098000032,341.813,0.098,118.527,0.122,"2018-04-06 11:00:00"
3098000032,342,0.374,118.603,0.152,"2018-04-06 11:30:00"
3098000032,342.249,0.498,118.712,0.218,"2018-04-06 12:00:00"
3098000032,342.539,0.58,118.808,0.192,"2018-04-06 12:30:00"
3098000032,342.863,0.648,118.97,0.324,"2018-04-06 13:00:00"
3098000032,343.103,0.48,119.098,0.256,"2018-04-06 13:30:00"
3098000032,343.245,0.284,119.182,0.168,"2018-04-06 14:00:00"
3098000032,343.435,0.38,119.272,0.18,"2018-04-06 14:30:00"
3098000032,343.634,0,119.341,0.138,"2018-04-06 15:00:00"
3098000032,343.717,0.166,119.373,0.064,"2018-04-06 16:00:00"
3098000032,344.695,1.956,119.679,0.612,"2018-04-06 16:30:00"
3098000032,346.78,4.17,120.233,1.108,"2018-04-06 17:00:00"
3098000032,348.555,3.55,120.789,1.112,"2018-04-06 17:30:00"
3098000032,350.29,3.47,121.339,1.1,"2018-04-06 18:00:00"
3098000032,351.774,2.968,121.791,0.904,"2018-04-06 18:30:00"
3098000032,352.959,2.37,122.155,0.728,"2018-04-06 19:00:00"
3098000032,353.975,2.032,122.485,0.66,"2018-04-06 19:30:00"
3098000032,354.901,1.852,122.803,0.636,"2018-04-06 20:00:00"
3098000032,355.841,1.88,123.164,0.722,"2018-04-06 20:30:00"
3098000032,356.739,1.796,123.504,0.68,"2018-04-06 21:00:00"
3098000032,357.048,0.618,123.59,0.172,"2018-04-06 21:30:00"
3098000032,357.305,0.514,123.699,0.218,"2018-04-06 22:00:00"
3098000032,357.46,0.31,123.817,0.236,"2018-04-06 22:30:00"
3098000032,357.621,0.322,123.936,0.238,"2018-04-06 23:00:00"
3098000032,357.779,0.316,124.053,0.234,"2018-04-06 23:30:00"
3098000032,357.949,0.34,124.171,0.236,"2018-04-07 00:00:00"
3098000032,358.129,0.36,124.293,0.244,"2018-04-07 00:30:00"
3098000032,358.313,0.368,124.417,0.248,"2018-04-07 01:00:00"
3098000032,358.461,0.296,124.52,0.206,"2018-04-07 01:30:00"
3098000032,358.534,0.146,124.58,0.12,"2018-04-07 02:00:00"
3098000032,358.605,0.142,124.641,0.122,"2018-04-07 02:30:00"
3098000032,358.677,0.144,124.701,0.12,"2018-04-07 03:00:00"
3098000032,358.748,0.142,124.763,0.124,"2018-04-07 03:30:00"
3098000032,358.819,0.142,124.824,0.122,"2018-04-07 04:00:00"
3098000032,358.891,0.144,124.885,0.122,"2018-04-07 04:30:00"
3098000032,358.962,0.142,124.944,0.118,"2018-04-07 05:00:00"
3098000032,359.033,0.142,125.004,0.12,"2018-04-07 05:30:00"
3098000032,359.105,0.144,125.064,0.12,"2018-04-07 06:00:00"
3098000032,359.177,0.144,125.123,0.118,"2018-04-07 06:30:00"
3098000032,359.249,0.144,125.182,0.118,"2018-04-07 07:00:00"
3098000032,359.32,0.142,125.239,0.114,"2018-04-07 07:30:00"
3098000032,359.392,0.144,125.295,0.112,"2018-04-07 08:00:00"
3098000032,359.462,0.14,125.351,0.112,"2018-04-07 08:30:00"
3098000032,359.532,0.14,125.405,0.108,"2018-04-07 09:00:00"
3098000032,359.602,0.14,125.459,0.108,"2018-04-07 09:30:00"
3098000032,359.671,0.138,125.511,0.104,"2018-04-07 10:00:00"
3098000032,359.741,0.14,125.568,0.114,"2018-04-07 10:30:00"
3098000032,359.811,0.14,125.623,0.11,"2018-04-07 11:00:00"
3098000032,359.881,0.14,125.679,0.112,"2018-04-07 11:30:00"
3098000032,359.952,0.142,125.734,0.11,"2018-04-07 12:00:00"
3098000032,360.023,0.142,125.787,0.106,"2018-04-07 12:30:00"
3098000032,360.094,0.142,125.84,0.106,"2018-04-07 13:00:00"
3098000032,360.222,0.256,125.882,0.084,"2018-04-07 13:30:00"
3098000032,360.367,0.29,125.925,0.086,"2018-04-07 14:00:00"
3098000032,360.536,0.338,125.972,0.094,"2018-04-07 14:30:00"
3098000032,360.712,0.352,126.024,0.104,"2018-04-07 15:00:00"
3098000032,360.915,0.406,126.115,0.182,"2018-04-07 15:30:00"
3098000032,361.148,0.466,126.248,0.266,"2018-04-07 16:00:00"
3098000032,361.293,0.29,126.373,0.25,"2018-04-07 16:30:00"
3098000032,361.493,0.4,126.563,0.38,"2018-04-07 17:00:00"
3098000032,362.287,1.588,126.923,0.72,"2018-04-07 17:30:00"
3098000032,363.388,2.202,127.382,0.918,"2018-04-07 18:00:00"
3098000032,364.366,1.956,127.798,0.832,"2018-04-07 18:30:00"
3098000032,365.329,1.926,128.18,0.764,"2018-04-07 19:00:00"
3098000032,366.242,1.826,128.541,0.722,"2018-04-07 19:30:00"
3098000032,366.865,1.246,128.805,0.528,"2018-04-07 20:00:00"
3098000032,367.069,0.408,128.883,0.156,"2018-04-07 20:30:00"
3098000032,367.273,0.408,128.959,0.152,"2018-04-07 21:00:00"
3098000032,367.495,0.444,129.041,0.164,"2018-04-07 21:30:00"
3098000032,367.637,0.284,129.13,0.178,"2018-04-07 22:00:00"
3098000032,367.689,0.104,129.197,0.134,"2018-04-07 22:30:00"
3098000032,367.742,0.106,129.264,0.134,"2018-04-07 23:00:00"
3098000032,367.794,0.104,129.33,0.132,"2018-04-07 23:30:00"
3098000032,367.845,0.102,129.397,0.134,"2018-04-08 00:00:00"
3098000032,367.898,0.106,129.467,0.14,"2018-04-08 00:30:00"
3098000032,367.951,0.106,129.538,0.142,"2018-04-08 01:00:00"
3098000032,368.005,0.108,129.611,0.146,"2018-04-08 01:30:00"
3098000032,368.057,0.104,129.686,0.15,"2018-04-08 02:00:00"
3098000032,368.111,0.108,129.76,0.148,"2018-04-08 02:30:00"
3098000032,368.164,0.106,129.834,0.148,"2018-04-08 03:00:00"
3098000032,368.217,0.106,129.91,0.152,"2018-04-08 03:30:00"
3098000032,368.27,0.106,129.986,0.152,"2018-04-08 04:00:00"
3098000032,368.323,0.106,130.062,0.152,"2018-04-08 04:30:00"
3098000032,368.374,0.102,130.136,0.148,"2018-04-08 05:00:00"
3098000032,368.426,0.104,130.21,0.148,"2018-04-08 05:30:00"
3098000032,368.477,0.102,130.284,0.148,"2018-04-08 06:00:00"
3098000032,368.529,0.104,130.358,0.148,"2018-04-08 06:30:00"
3098000032,368.581,0.104,130.432,0.148,"2018-04-08 07:00:00"
3098000032,368.632,0.102,130.507,0.15,"2018-04-08 07:30:00"
3098000032,368.684,0.104,130.58,0.146,"2018-04-08 08:00:00"
3098000032,368.736,0.104,130.653,0.146,"2018-04-08 08:30:00"
3098000032,368.789,0.106,130.727,0.148,"2018-04-08 09:00:00"
3098000032,368.842,0.106,130.795,0.136,"2018-04-08 09:30:00"
3098000032,368.893,0.102,130.862,0.134,"2018-04-08 10:00:00"
3098000032,368.945,0.104,130.928,0.132,"2018-04-08 10:30:00"
3098000032,368.998,0.106,130.995,0.134,"2018-04-08 11:00:00"
3098000032,369.051,0.106,131.06,0.13,"2018-04-08 11:30:00"
3098000032,369.106,0.11,131.124,0.128,"2018-04-08 12:00:00"
3098000032,369.162,0.112,131.189,0.13,"2018-04-08 12:30:00"
3098000032,369.216,0.108,131.253,0.128,"2018-04-08 13:00:00"
3098000032,369.27,0,131.314,0.122,"2018-04-08 13:30:00"
3098000032,369.32,0.1,131.353,0.078,"2018-04-08 14:00:00"
3098000032,369.435,0.23,131.453,0.2,"2018-04-08 14:30:00"
