serial,kWh,kW,kVARh,kVAR,Time_stamp
3098000032,10.854,0,7.814,0.002,"2018-03-01 15:30:00"
3098000032,10.75,0,7.813,0,"2018-03-01 14:30:00"
3098000032,12.325,0.086,8.302,0.076,"2018-03-05 09:00:00"
3098000032,12.372,0.094,8.345,0.086,"2018-03-05 09:30:00"
3098000032,12.415,0.086,8.386,0.082,"2018-03-05 10:00:00"
3098000032,12.46,0.09,8.428,0.084,"2018-03-05 10:30:00"
3098000032,12.575,0.23,8.459,0.062,"2018-03-05 11:00:00"
3098000032,12.681,0.212,8.477,0.036,"2018-03-05 11:30:00"
3098000032,12.89,0.418,8.512,0.07,"2018-03-05 12:00:00"
3098000032,13.082,0.384,8.546,0.068,"2018-03-05 12:30:00"
3098000032,13.274,0.384,8.58,0.068,"2018-03-05 13:00:00"
3098000032,13.541,0.534,8.641,0.122,"2018-03-05 13:30:00"
3098000032,13.748,0.414,8.678,0.074,"2018-03-05 14:00:00"
3098000032,13.95,0.404,8.715,0.074,"2018-03-05 14:30:00"
3098000032,14.151,0.402,8.75,0.07,"2018-03-05 15:00:00"
3098000032,14.348,0.394,8.786,0.072,"2018-03-05 15:30:00"
3098000032,14.546,0.396,8.822,0.072,"2018-03-05 16:00:00"
3098000032,14.854,0.616,8.896,0.148,"2018-03-05 16:30:00"
3098000032,15.13,0.552,8.959,0.126,"2018-03-05 17:00:00"
3098000032,15.404,0.548,9.02,0.122,"2018-03-05 17:30:00"
3098000032,15.687,0.566,9.082,0.124,"2018-03-05 18:00:00"
3098000032,15.94,0.506,9.141,0.118,"2018-03-05 18:30:00"
3098000032,16.252,0.624,9.216,0.15,"2018-03-05 19:00:00"
3098000032,16.303,0.102,9.265,0.098,"2018-03-05 19:30:00"
3098000032,16.36,0.114,9.317,0.104,"2018-03-05 20:00:00"
3098000032,16.422,0.124,9.37,0.106,"2018-03-05 20:30:00"
3098000032,16.483,0.122,9.421,0.102,"2018-03-05 21:00:00"
3098000032,16.544,0.122,9.473,0.104,"2018-03-05 21:30:00"
3098000032,16.602,0.116,9.524,0.102,"2018-03-05 22:00:00"
3098000032,16.659,0.114,9.576,0.104,"2018-03-05 22:30:00"
3098000032,16.719,0.12,9.628,0.104,"2018-03-05 23:00:00"
3098000032,16.781,0.124,9.682,0.108,"2018-03-05 23:30:00"
3098000032,16.85,0.138,9.735,0.106,"2018-03-06 00:00:00"
3098000032,16.911,0.122,9.785,0.1,"2018-03-06 00:30:00"
3098000032,16.973,0.124,9.833,0.096,"2018-03-06 01:00:00"
3098000032,17.036,0.126,9.883,0.1,"2018-03-06 01:30:00"
3098000032,17.098,0.124,9.931,0.096,"2018-03-06 02:00:00"
3098000032,17.158,0.12,9.98,0.098,"2018-03-06 02:30:00"
3098000032,17.22,0.124,10.028,0.096,"2018-03-06 03:00:00"
3098000032,17.282,0.124,10.076,0.096,"2018-03-06 03:30:00"
3098000032,17.34,0.116,10.124,0.096,"2018-03-06 04:00:00"
3098000032,17.397,0.114,10.173,0.098,"2018-03-06 04:30:00"
3098000032,17.451,0.108,10.22,0.094,"2018-03-06 05:00:00"
3098000032,17.5,0.098,10.265,0.09,"2018-03-06 05:30:00"
3098000032,17.551,0.102,10.31,0.09,"2018-03-06 06:00:00"
3098000032,17.603,0.104,10.355,0.09,"2018-03-06 06:30:00"
3098000032,17.653,0.1,10.399,0.088,"2018-03-06 07:00:00"
3098000032,17.702,0.098,10.443,0.088,"2018-03-06 07:30:00"
3098000032,17.75,0.096,10.487,0.088,"2018-03-06 08:00:00"
3098000032,17.791,0.082,10.528,0.082,"2018-03-06 08:30:00"
3098000032,17.83,0.078,10.568,0.08,"2018-03-06 09:00:00"
3098000032,17.868,0.076,10.607,0.078,"2018-03-06 09:30:00"
3098000032,17.907,0.078,10.647,0.08,"2018-03-06 10:00:00"
3098000032,17.999,0.184,10.682,0.07,"2018-03-06 10:30:00"
3098000032,18.142,0.286,10.71,0.056,"2018-03-06 11:00:00"
3098000032,18.3,0.316,10.745,0.07,"2018-03-06 11:30:00"
3098000032,18.518,0.436,10.799,0.108,"2018-03-06 12:00:00"
3098000032,18.721,0.406,10.848,0.098,"2018-03-06 12:30:00"
3098000032,18.9,0.358,10.885,0.074,"2018-03-06 13:00:00"
3098000032,19.115,0.43,10.934,0.098,"2018-03-06 13:30:00"
3098000032,19.319,0.408,10.979,0.09,"2018-03-06 14:00:00"
3098000032,19.586,0.534,11.043,0.128,"2018-03-06 14:30:00"
3098000032,19.865,0.558,11.106,0.126,"2018-03-06 15:00:00"
3098000032,20.14,0.55,11.168,0.124,"2018-03-06 15:30:00"
3098000032,20.417,0.554,11.229,0.122,"2018-03-06 16:00:00"
3098000032,20.732,0.63,11.3,0.142,"2018-03-06 16:30:00"
3098000032,21.001,0.538,11.361,0.122,"2018-03-06 17:00:00"
3098000032,21.217,0.432,11.416,0.11,"2018-03-06 17:30:00"
3098000032,21.469,0.504,11.482,0.132,"2018-03-06 18:00:00"
3098000032,21.81,0.682,11.555,0.146,"2018-03-06 18:30:00"
3098000032,22.301,0.982,11.649,0.188,"2018-03-06 19:00:00"
3098000032,22.635,0.668,11.724,0.15,"2018-03-06 19:30:00"
3098000032,23.196,1.122,11.828,0.208,"2018-03-06 20:00:00"
3098000032,23.655,0.918,11.929,0.202,"2018-03-06 20:30:00"
3098000032,23.752,0.194,11.971,0.084,"2018-03-06 21:00:00"
3098000032,23.799,0.094,12.019,0.096,"2018-03-06 21:30:00"
3098000032,23.849,0.1,12.068,0.098,"2018-03-06 22:00:00"
3098000032,23.9,0.102,12.117,0.098,"2018-03-06 22:30:00"
3098000032,23.955,0.11,12.168,0.102,"2018-03-06 23:00:00"
3098000032,24.016,0.122,12.22,0.104,"2018-03-06 23:30:00"
3098000032,24.081,0.13,12.273,0.106,"2018-03-07 00:00:00"
3098000032,24.153,0.144,12.328,0.11,"2018-03-07 00:30:00"
3098000032,24.227,0.148,12.384,0.112,"2018-03-07 01:00:00"
3098000032,24.303,0.152,12.44,0.112,"2018-03-07 01:30:00"
3098000032,24.378,0.15,12.497,0.114,"2018-03-07 02:00:00"
3098000032,24.447,0.138,12.55,0.106,"2018-03-07 02:30:00"
3098000032,24.508,0.122,12.6,0.1,"2018-03-07 03:00:00"
3098000032,24.567,0.118,12.649,0.098,"2018-03-07 03:30:00"
3098000032,24.627,0.12,12.699,0.1,"2018-03-07 04:00:00"
3098000032,24.686,0.118,12.748,0.098,"2018-03-07 04:30:00"
3098000032,24.743,0.114,12.797,0.098,"2018-03-07 05:00:00"
3098000032,24.798,0.11,12.844,0.094,"2018-03-07 05:30:00"
3098000032,24.851,0.106,12.89,0.092,"2018-03-07 06:00:00"
3098000032,24.903,0.104,12.936,0.092,"2018-03-07 06:30:00"
3098000032,24.95,0.094,12.979,0.086,"2018-03-07 07:00:00"
3098000032,12.282,0,8.264,0,"2018-03-02 11:30:00"
3098000032,25,0.1,13.023,0.088,"2018-03-07 07:30:00"
3098000032,25.047,0.094,13.066,0.086,"2018-03-07 08:00:00"
3098000032,25.089,0.084,13.107,0.082,"2018-03-07 08:30:00"
3098000032,25.128,0.078,13.146,0.078,"2018-03-07 09:00:00"
3098000032,25.163,0.07,13.186,0.08,"2018-03-07 09:30:00"
3098000032,25.198,0.07,13.225,0.078,"2018-03-07 10:00:00"
3098000032,25.23,0.064,13.263,0.076,"2018-03-07 10:30:00"
3098000032,25.339,0.218,13.287,0.048,"2018-03-07 11:00:00"
3098000032,25.479,0.28,13.308,0.042,"2018-03-07 11:30:00"
3098000032,25.611,0.264,13.323,0.03,"2018-03-07 12:00:00"
3098000032,25.746,0.27,13.337,0.028,"2018-03-07 12:30:00"
3098000032,25.889,0.286,13.352,0.03,"2018-03-07 13:00:00"
3098000032,26.063,0.348,13.387,0.07,"2018-03-07 13:30:00"
3098000032,26.219,0.312,13.403,0.032,"2018-03-07 14:00:00"
3098000032,26.362,0.286,13.42,0.034,"2018-03-07 14:30:00"
3098000032,26.532,0.34,13.447,0.054,"2018-03-07 15:00:00"
3098000032,26.802,0.54,13.495,0.096,"2018-03-07 15:30:00"
3098000032,27.077,0.55,13.541,0.092,"2018-03-07 16:00:00"
3098000032,27.357,0.56,13.588,0.094,"2018-03-07 16:30:00"
3098000032,27.711,0.708,13.67,0.164,"2018-03-07 17:00:00"
3098000032,28.013,0.604,13.724,0.108,"2018-03-07 17:30:00"
3098000032,28.286,0.546,13.775,0.102,"2018-03-07 18:00:00"
3098000032,28.527,0.482,13.832,0.114,"2018-03-07 18:30:00"
3098000032,28.773,0.492,13.888,0.112,"2018-03-07 19:00:00"
3098000032,29.019,0.492,13.942,0.108,"2018-03-07 19:30:00"
3098000032,29.234,0.43,13.991,0.098,"2018-03-07 20:00:00"
3098000032,29.279,0.09,14.037,0.092,"2018-03-07 20:30:00"
3098000032,29.319,0.08,14.08,0.086,"2018-03-07 21:00:00"
3098000032,10.923,0.138,7.833,0.038,"2018-03-01 16:30:00"
3098000032,12.282,0,8.264,0.882,"2018-03-01 17:00:00"
3098000032,29.358,0.078,14.123,0.086,"2018-03-07 21:30:00"
3098000032,29.399,0.082,14.166,0.086,"2018-03-07 22:00:00"
3098000032,29.444,0.09,14.213,0.094,"2018-03-07 22:30:00"
3098000032,29.491,0.094,14.259,0.092,"2018-03-07 23:00:00"
3098000032,29.539,0.096,14.305,0.092,"2018-03-07 23:30:00"
3098000032,29.589,0.1,14.353,0.096,"2018-03-08 00:00:00"
3098000032,29.642,0.106,14.401,0.096,"2018-03-08 00:30:00"
3098000032,29.696,0.108,14.449,0.096,"2018-03-08 01:00:00"
3098000032,29.752,0.112,14.498,0.098,"2018-03-08 01:30:00"
3098000032,29.777,0.05,14.521,0.046,"2018-03-08 02:00:00"
3098000032,29.83,0.106,14.568,0.094,"2018-03-08 02:30:00"
3098000032,29.884,0.108,14.617,0.098,"2018-03-08 03:00:00"
3098000032,29.938,0.108,14.666,0.098,"2018-03-08 03:30:00"
3098000032,29.993,0.11,14.715,0.098,"2018-03-08 04:00:00"
3098000032,30.046,0.106,14.762,0.094,"2018-03-08 04:30:00"
3098000032,30.098,0.104,14.809,0.094,"2018-03-08 05:00:00"
3098000032,30.148,0.1,14.853,0.088,"2018-03-08 05:30:00"
3098000032,30.194,0.092,14.898,0.09,"2018-03-08 06:00:00"
3098000032,30.241,0.094,14.941,0.086,"2018-03-08 06:30:00"
3098000032,30.282,0.082,14.981,0.08,"2018-03-08 07:00:00"
3098000032,30.324,0.084,15.022,0.082,"2018-03-08 07:30:00"
3098000032,30.368,0.088,15.065,0.086,"2018-03-08 08:00:00"
3098000032,30.41,0.084,15.11,0.09,"2018-03-08 08:30:00"
3098000032,30.446,0.072,15.149,0.078,"2018-03-08 09:00:00"
3098000032,30.485,0.078,15.191,0.084,"2018-03-08 09:30:00"
3098000032,30.525,0.08,15.234,0.086,"2018-03-08 10:00:00"
3098000032,30.564,0.078,15.275,0.082,"2018-03-08 10:30:00"
3098000032,30.733,0.338,15.318,0.086,"2018-03-08 11:00:00"
3098000032,30.914,0.362,15.357,0.078,"2018-03-08 11:30:00"
3098000032,31.094,0.36,15.396,0.078,"2018-03-08 12:00:00"
3098000032,31.272,0.356,15.432,0.072,"2018-03-08 12:30:00"
3098000032,31.545,0.546,15.518,0.172,"2018-03-08 13:00:00"
3098000032,31.739,0.388,15.558,0.08,"2018-03-08 13:30:00"
3098000032,31.931,0.384,15.597,0.078,"2018-03-08 14:00:00"
3098000032,32.119,0.376,15.637,0.08,"2018-03-08 14:30:00"
3098000032,32.308,0.378,15.677,0.08,"2018-03-08 15:00:00"
3098000032,32.496,0.376,15.716,0.078,"2018-03-08 15:30:00"
3098000032,32.685,0.378,15.756,0.08,"2018-03-08 16:00:00"
3098000032,32.87,0.37,15.795,0.078,"2018-03-08 16:30:00"
3098000032,33.134,0.528,15.86,0.13,"2018-03-08 17:00:00"
3098000032,33.371,0.474,15.919,0.118,"2018-03-08 17:30:00"
3098000032,33.603,0.464,15.98,0.122,"2018-03-08 18:00:00"
3098000032,33.874,0.542,16.043,0.126,"2018-03-08 18:30:00"
3098000032,34.169,0.59,16.113,0.14,"2018-03-08 19:00:00"
3098000032,34.443,0.548,16.182,0.138,"2018-03-08 19:30:00"
3098000032,34.989,1.092,16.265,0.166,"2018-03-08 20:00:00"
3098000032,35.37,0.762,16.334,0.138,"2018-03-08 20:30:00"
3098000032,35.404,0.068,16.375,0.082,"2018-03-08 21:00:00"
3098000032,35.437,0.066,16.416,0.082,"2018-03-08 21:30:00"
3098000032,35.475,0.076,16.459,0.086,"2018-03-08 22:00:00"
3098000032,35.513,0.076,16.502,0.086,"2018-03-08 22:30:00"
3098000032,35.551,0.076,16.545,0.086,"2018-03-08 23:00:00"
3098000032,35.59,0.078,16.591,0.092,"2018-03-08 23:30:00"
3098000032,35.631,0.082,16.635,0.088,"2018-03-09 00:00:00"
3098000032,35.675,0.088,16.684,0.098,"2018-03-09 00:30:00"
3098000032,35.716,0.082,16.729,0.09,"2018-03-09 01:00:00"
3098000032,35.754,0.076,16.772,0.086,"2018-03-09 01:30:00"
3098000032,35.791,0.074,16.814,0.084,"2018-03-09 02:00:00"
3098000032,35.826,0.07,16.856,0.084,"2018-03-09 02:30:00"
3098000032,35.859,0.066,16.897,0.082,"2018-03-09 03:00:00"
3098000032,35.893,0.068,16.938,0.082,"2018-03-09 03:30:00"
3098000032,35.929,0.072,16.981,0.086,"2018-03-09 04:00:00"
3098000032,35.965,0.072,17.023,0.084,"2018-03-09 04:30:00"
3098000032,36,0.07,17.064,0.082,"2018-03-09 05:00:00"
3098000032,36.034,0.068,17.105,0.082,"2018-03-09 05:30:00"
3098000032,36.069,0.07,17.147,0.084,"2018-03-09 06:00:00"
3098000032,36.102,0.066,17.187,0.08,"2018-03-09 06:30:00"
3098000032,36.136,0.068,17.228,0.082,"2018-03-09 07:00:00"
3098000032,36.171,0.07,17.27,0.084,"2018-03-09 07:30:00"
3098000032,36.207,0.072,17.315,0.09,"2018-03-09 08:00:00"
3098000032,36.238,0.062,17.356,0.082,"2018-03-09 08:30:00"
3098000032,36.267,0.058,17.393,0.074,"2018-03-09 09:00:00"
3098000032,36.294,0.054,17.429,0.072,"2018-03-09 09:30:00"
3098000032,36.322,0.056,17.463,0.068,"2018-03-09 10:00:00"
3098000032,36.352,0.06,17.501,0.076,"2018-03-09 10:30:00"
3098000032,36.479,0.254,17.54,0.078,"2018-03-09 11:00:00"
3098000032,36.652,0.346,17.58,0.08,"2018-03-09 11:30:00"
3098000032,36.824,0.344,17.62,0.08,"2018-03-09 12:00:00"
3098000032,36.998,0.348,17.659,0.078,"2018-03-09 12:30:00"
3098000032,37.175,0.354,17.699,0.08,"2018-03-09 13:00:00"
3098000032,37.453,0.556,17.784,0.17,"2018-03-09 13:30:00"
3098000032,37.579,0.252,17.817,0.066,"2018-03-09 14:00:00"
3098000032,37.703,0.248,17.849,0.064,"2018-03-09 14:30:00"
3098000032,37.842,0.278,17.877,0.056,"2018-03-09 15:00:00"
3098000032,38.082,0.48,17.965,0.176,"2018-03-09 15:30:00"
3098000032,38.225,0.286,17.993,0.056,"2018-03-09 16:00:00"
3098000032,39.181,1.912,18.234,0.482,"2018-03-09 16:30:00"
3098000032,39.767,1.172,18.365,0.262,"2018-03-09 17:00:00"
3098000032,40.957,2.38,18.626,0.522,"2018-03-09 17:30:00"
3098000032,41.594,1.274,18.765,0.278,"2018-03-09 18:00:00"
3098000032,41.897,0.606,18.83,0.13,"2018-03-09 18:30:00"
3098000032,42.218,0.642,18.897,0.134,"2018-03-09 19:00:00"
3098000032,42.543,0.65,18.964,0.134,"2018-03-09 19:30:00"
3098000032,42.815,0.544,19.022,0.116,"2018-03-09 20:00:00"
3098000032,42.877,0.124,19.056,0.068,"2018-03-09 20:30:00"
3098000032,42.919,0.084,19.092,0.072,"2018-03-09 21:00:00"
3098000032,42.958,0.078,19.124,0.064,"2018-03-09 21:30:00"
3098000032,42.995,0.074,19.156,0.064,"2018-03-09 22:00:00"
3098000032,43.034,0.078,19.189,0.066,"2018-03-09 22:30:00"
3098000032,43.074,0.08,19.223,0.068,"2018-03-09 23:00:00"
3098000032,43.116,0.084,19.257,0.068,"2018-03-09 23:30:00"
3098000032,43.158,0.084,19.292,0.07,"2018-03-10 00:00:00"
3098000032,43.199,0.082,19.327,0.07,"2018-03-10 00:30:00"
3098000032,43.243,0.088,19.363,0.072,"2018-03-10 01:00:00"
3098000032,43.287,0.088,19.4,0.074,"2018-03-10 01:30:00"
3098000032,43.332,0.09,19.438,0.076,"2018-03-10 02:00:00"
3098000032,43.376,0.088,19.475,0.074,"2018-03-10 02:30:00"
3098000032,43.42,0.088,19.513,0.076,"2018-03-10 03:00:00"
3098000032,43.463,0.086,19.55,0.074,"2018-03-10 03:30:00"
3098000032,43.507,0.088,19.588,0.076,"2018-03-10 04:00:00"
3098000032,43.551,0.088,19.626,0.076,"2018-03-10 04:30:00"
3098000032,43.595,0.088,19.663,0.074,"2018-03-10 05:00:00"
3098000032,43.638,0.086,19.698,0.07,"2018-03-10 05:30:00"
3098000032,43.681,0.086,19.735,0.074,"2018-03-10 06:00:00"
3098000032,43.722,0.082,19.769,0.068,"2018-03-10 06:30:00"
3098000032,43.765,0.086,19.806,0.074,"2018-03-10 07:00:00"
3098000032,43.81,0.09,19.845,0.078,"2018-03-10 07:30:00"
3098000032,43.853,0.086,19.884,0.078,"2018-03-10 08:00:00"
3098000032,44.178,0.476,20.001,0.084,"2018-03-10 13:30:00"
3098000032,44.379,0.402,20.02,0.038,"2018-03-10 14:00:00"
3098000032,44.569,0.38,20.039,0.038,"2018-03-10 14:30:00"
3098000032,44.76,0.382,20.06,0.042,"2018-03-10 15:00:00"
3098000032,43.94,0,19.959,0.002,"2018-03-10 09:30:00"
3098000032,44.962,0.404,20.078,0.036,"2018-03-10 15:30:00"
3098000032,45.119,0.314,20.093,0.03,"2018-03-10 16:00:00"
3098000032,43.897,0.088,19.921,0.074,"2018-03-10 08:30:00"
3098000032,43.939,0.084,19.958,0.074,"2018-03-10 09:00:00"
3098000032,45.279,0.32,20.11,0.034,"2018-03-10 16:30:00"
3098000032,45.445,0.332,20.127,0.034,"2018-03-10 17:00:00"
3098000032,45.618,0.346,20.144,0.034,"2018-03-10 17:30:00"
3098000032,45.844,0.452,20.165,0.042,"2018-03-10 18:00:00"
3098000032,46.059,0.43,20.185,0.04,"2018-03-10 18:30:00"
3098000032,46.235,0.352,20.225,0.08,"2018-03-10 19:00:00"
3098000032,46.347,0.224,20.281,0.112,"2018-03-10 19:30:00"
3098000032,46.459,0.224,20.338,0.114,"2018-03-10 20:00:00"
3098000032,46.565,0.212,20.393,0.11,"2018-03-10 20:30:00"
3098000032,46.673,0.216,20.448,0.11,"2018-03-10 21:00:00"
3098000032,46.783,0.22,20.504,0.112,"2018-03-10 21:30:00"
3098000032,46.904,0.242,20.563,0.118,"2018-03-10 22:00:00"
3098000032,47.037,0.266,20.623,0.12,"2018-03-10 22:30:00"
3098000032,47.168,0.262,20.683,0.12,"2018-03-10 23:00:00"
3098000032,47.299,0.262,20.743,0.12,"2018-03-10 23:30:00"
3098000032,47.435,0.272,20.802,0.118,"2018-03-11 00:00:00"
3098000032,47.579,0.288,20.864,0.124,"2018-03-11 00:30:00"
3098000032,47.733,0.308,20.928,0.128,"2018-03-11 01:00:00"
3098000032,47.893,0.32,20.993,0.13,"2018-03-11 01:30:00"
3098000032,48.048,0.31,21.057,0.128,"2018-03-11 02:00:00"
3098000032,48.173,0.25,21.113,0.112,"2018-03-11 02:30:00"
3098000032,48.281,0.216,21.164,0.102,"2018-03-11 03:00:00"
3098000032,48.388,0.214,21.213,0.098,"2018-03-11 03:30:00"
3098000032,48.504,0.232,21.264,0.102,"2018-03-11 04:00:00"
3098000032,48.625,0.242,21.316,0.104,"2018-03-11 04:30:00"
3098000032,48.742,0.234,21.368,0.104,"2018-03-11 05:00:00"
3098000032,48.853,0.222,21.416,0.096,"2018-03-11 05:30:00"
3098000032,48.957,0.208,21.464,0.096,"2018-03-11 06:00:00"
3098000032,49.065,0.216,21.514,0.1,"2018-03-11 06:30:00"
3098000032,49.179,0.228,21.565,0.102,"2018-03-11 07:00:00"
3098000032,49.291,0.224,21.614,0.098,"2018-03-11 07:30:00"
3098000032,49.394,0.206,21.663,0.098,"2018-03-11 08:00:00"
3098000032,49.488,0.188,21.709,0.092,"2018-03-11 08:30:00"
3098000032,49.582,0.188,21.755,0.092,"2018-03-11 09:00:00"
3098000032,49.671,0.178,21.8,0.09,"2018-03-11 09:30:00"
3098000032,49.759,0.176,21.844,0.088,"2018-03-11 10:00:00"
3098000032,49.857,0.196,21.891,0.094,"2018-03-11 10:30:00"
3098000032,49.957,0.2,21.94,0.098,"2018-03-11 11:00:00"
3098000032,50.054,0.194,21.987,0.094,"2018-03-11 11:30:00"
3098000032,50.155,0.202,22.036,0.098,"2018-03-11 12:00:00"
3098000032,50.256,0.202,22.083,0.094,"2018-03-11 12:30:00"
3098000032,50.353,0.194,22.131,0.096,"2018-03-11 13:00:00"
3098000032,50.547,0.388,22.147,0.032,"2018-03-11 13:30:00"
3098000032,50.756,0.418,22.162,0.03,"2018-03-11 14:00:00"
3098000032,50.94,0.368,22.178,0.032,"2018-03-11 14:30:00"
3098000032,51.169,0.458,22.202,0.048,"2018-03-11 15:00:00"
3098000032,51.314,0.29,22.242,0.08,"2018-03-11 15:30:00"
3098000032,51.413,0.198,22.29,0.096,"2018-03-11 16:00:00"
3098000032,51.513,0.2,22.339,0.098,"2018-03-11 16:30:00"
3098000032,51.611,0.196,22.386,0.094,"2018-03-11 17:00:00"
3098000032,51.71,0.198,22.435,0.098,"2018-03-11 17:30:00"
3098000032,51.816,0.212,22.486,0.102,"2018-03-11 18:00:00"
3098000032,51.92,0.208,22.539,0.106,"2018-03-11 18:30:00"
3098000032,52.024,0.208,22.591,0.104,"2018-03-11 19:00:00"
3098000032,52.126,0.204,22.642,0.102,"2018-03-11 19:30:00"
3098000032,52.229,0.206,22.695,0.106,"2018-03-11 20:00:00"
3098000032,52.349,0.24,22.754,0.118,"2018-03-11 20:30:00"
3098000032,52.46,0.222,22.808,0.108,"2018-03-11 21:00:00"
3098000032,52.572,0.224,22.863,0.11,"2018-03-11 21:30:00"
3098000032,52.68,0.216,22.917,0.108,"2018-03-11 22:00:00"
3098000032,52.787,0.214,22.971,0.108,"2018-03-11 22:30:00"
3098000032,52.897,0.22,23.026,0.11,"2018-03-11 23:00:00"
3098000032,53.005,0.216,23.08,0.108,"2018-03-11 23:30:00"
3098000032,53.115,0.22,23.134,0.108,"2018-03-12 00:00:00"
3098000032,53.231,0.232,23.189,0.11,"2018-03-12 00:30:00"
3098000032,53.355,0.248,23.245,0.112,"2018-03-12 01:00:00"
3098000032,53.483,0.256,23.302,0.114,"2018-03-12 01:30:00"
3098000032,53.607,0.248,23.359,0.114,"2018-03-12 02:00:00"
3098000032,53.736,0.258,23.415,0.112,"2018-03-12 02:30:00"
3098000032,53.851,0.23,23.466,0.102,"2018-03-12 03:00:00"
3098000032,53.969,0.236,23.518,0.104,"2018-03-12 03:30:00"
3098000032,54.09,0.242,23.57,0.104,"2018-03-12 04:00:00"
3098000032,54.211,0.242,23.623,0.106,"2018-03-12 04:30:00"
3098000032,54.329,0.236,23.674,0.102,"2018-03-12 05:00:00"
3098000032,54.438,0.218,23.724,0.1,"2018-03-12 05:30:00"
3098000032,54.541,0.206,23.772,0.096,"2018-03-12 06:00:00"
3098000032,54.638,0.194,23.819,0.094,"2018-03-12 06:30:00"
3098000032,54.741,0.206,23.868,0.098,"2018-03-12 07:00:00"
3098000032,54.849,0.216,23.918,0.1,"2018-03-12 07:30:00"
3098000032,54.946,0.194,23.968,0.1,"2018-03-12 08:00:00"
3098000032,55.028,0.164,24.015,0.094,"2018-03-12 08:30:00"
3098000032,55.105,0.154,24.059,0.088,"2018-03-12 09:00:00"
3098000032,55.183,0.156,24.106,0.094,"2018-03-12 09:30:00"
3098000032,55.269,0.172,24.155,0.098,"2018-03-12 10:00:00"
3098000032,55.35,0.162,24.204,0.098,"2018-03-12 10:30:00"
3098000032,55.431,0.162,24.253,0.098,"2018-03-12 11:00:00"
3098000032,55.505,0.148,24.3,0.094,"2018-03-12 11:30:00"
3098000032,55.581,0.152,24.347,0.094,"2018-03-12 12:00:00"
3098000032,55.599,0,24.358,0.022,"2018-03-12 12:30:00"
3098000032,55.663,0.128,24.397,0.078,"2018-03-12 13:00:00"
3098000032,55.732,0.138,24.441,0.088,"2018-03-12 13:30:00"
3098000032,55.796,0.128,24.483,0.084,"2018-03-12 14:00:00"
3098000032,55.992,0.392,24.524,0.082,"2018-03-12 14:30:00"
3098000032,56.178,0.372,24.544,0.04,"2018-03-12 15:00:00"
3098000032,56.434,0.512,24.607,0.126,"2018-03-12 15:30:00"
3098000032,56.477,0,24.614,0.014,"2018-03-12 16:00:00"
3098000032,56.485,0,24.614,0,"2018-03-12 16:30:00"
3098000032,56.69,0.41,24.629,0.03,"2018-03-12 18:00:00"
3098000032,57.184,0.988,24.726,0.194,"2018-03-12 18:30:00"
3098000032,57.548,0.728,24.768,0.084,"2018-03-12 19:00:00"
3098000032,57.921,0.746,24.805,0.074,"2018-03-12 19:30:00"
3098000032,58.293,0.744,24.84,0.07,"2018-03-12 20:00:00"
3098000032,58.428,0.27,24.917,0.154,"2018-03-12 20:30:00"
3098000032,58.55,0.244,24.992,0.15,"2018-03-12 21:00:00"
3098000032,58.657,0.214,25.061,0.138,"2018-03-12 21:30:00"
3098000032,58.759,0.204,25.125,0.128,"2018-03-12 22:00:00"
3098000032,58.875,0.232,25.192,0.134,"2018-03-12 22:30:00"
3098000032,58.997,0.244,25.261,0.138,"2018-03-12 23:00:00"
3098000032,59.12,0.246,25.329,0.136,"2018-03-12 23:30:00"
3098000032,59.243,0.246,25.396,0.134,"2018-03-13 00:00:00"
3098000032,59.379,0.272,25.466,0.14,"2018-03-13 00:30:00"
3098000032,59.524,0.29,25.537,0.142,"2018-03-13 01:00:00"
3098000032,59.673,0.298,25.61,0.146,"2018-03-13 01:30:00"
3098000032,59.827,0.308,25.683,0.146,"2018-03-13 02:00:00"
3098000032,59.976,0.298,25.755,0.144,"2018-03-13 02:30:00"
3098000032,60.128,0.304,25.828,0.146,"2018-03-13 03:00:00"
3098000032,60.281,0.306,25.901,0.146,"2018-03-13 03:30:00"
3098000032,60.438,0.314,25.975,0.148,"2018-03-13 04:00:00"
3098000032,60.599,0.322,26.049,0.148,"2018-03-13 04:30:00"
3098000032,60.759,0.32,26.123,0.148,"2018-03-13 05:00:00"
3098000032,60.911,0.304,26.194,0.142,"2018-03-13 05:30:00"
3098000032,61.06,0.298,26.264,0.14,"2018-03-13 06:00:00"
3098000032,61.2,0.28,26.333,0.138,"2018-03-13 06:30:00"
3098000032,61.33,0.26,26.399,0.132,"2018-03-13 07:00:00"
3098000032,61.455,0.25,26.462,0.126,"2018-03-13 07:30:00"
3098000032,61.553,0.196,26.517,0.11,"2018-03-13 08:00:00"
3098000032,61.628,0.15,26.567,0.1,"2018-03-13 08:30:00"
3098000032,61.696,0.136,26.616,0.098,"2018-03-13 09:00:00"
3098000032,61.79,0.188,26.677,0.122,"2018-03-13 09:30:00"
3098000032,61.889,0.198,26.73,0.106,"2018-03-13 10:00:00"
3098000032,62.004,0.23,26.774,0.088,"2018-03-13 10:30:00"
3098000032,62.251,0.494,26.792,0.036,"2018-03-13 11:00:00"
3098000032,62.566,0.63,26.879,0.174,"2018-03-13 11:30:00"
3098000032,62.884,0.636,26.981,0.204,"2018-03-13 12:00:00"
3098000032,63.161,0.554,27.077,0.192,"2018-03-13 12:30:00"
